skupina_diagnoz;kod_hlavnej_diagnozy;nazov_diagnozy
Skupina onkologických diagnóz 033;c770;Sekundárny a bližšie neurčený zhubný nádor lymfatických uzlín hlavy, tváre a krku
Skupina onkologických diagnóz 033;c771;Sekundárny a bližšie neurčený zhubný nádor vnútrohrudníkovej lymfatickej uzliny
Skupina onkologických diagnóz 033;c772;Sekundárny a bližšie neurčený zhubný nádor vnútrobrušnej lymfatickej uzliny
Skupina onkologických diagnóz 033;c773;Sekundárny a bližšie neurčený zhubný nádor lymfatických uzlín pazuchy a hornej končatiny
Skupina onkologických diagnóz 033;c774;Sekundárny a bližšie neurčený zhubný nádor lymfatických uzlín slabiny a lymfatických uzlín dolnej končatiny
Skupina onkologických diagnóz 033;c775;Sekundárny a bližšie neurčený zhubný nádor vnútropanvových lymfatických uzlín
Skupina onkologických diagnóz 033;c778;Sekundárny a bližšie neurčený zhubný nádor lymfatických uzlín viacerých oblastí
Skupina onkologických diagnóz 033;c779;Sekundárny a bližšie neurčený zhubný nádor bližšie neurčených lymfatických uzlín
Skupina onkologických diagnóz 033;c784;Sekundárny zhubný nádor tenkého čreva
Skupina onkologických diagnóz 033;c785;Sekundárny zhubný nádor hrubého čreva a konečníka
Skupina onkologických diagnóz 033;c788;Sekundárny zhubný nádor iných a bližšie neurčených tráviacich orgánov
Skupina onkologických diagnóz 033;c791;Sekundárny zhubný nádor močového mechúra a iných a bližšie neurčených močových orgánov
Skupina onkologických diagnóz 033;d302;Nezhubný nádor močovodu
Skupina onkologických diagnóz 034;c170;Zhubný nádor dvanástnika
Skupina onkologických diagnóz 034;c171;Zhubný nádor jejúna
Skupina onkologických diagnóz 034;c172;Zhubný nádor ilea
Skupina onkologických diagnóz 034;c173;Zhubný nádor Meckelovho divertikula
Skupina onkologických diagnóz 034;c178;Zhubný nádor tenkého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 034;c179;Zhubný nádor tenkého čreva, bližšie neurčený
Skupina onkologických diagnóz 034;c180;Zhubný nádor slepého čreva
Skupina onkologických diagnóz 034;c181;Zhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 034;c182;Zhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 034;c183;Zhubný nádor pečeňového ohybu hrubého čreva
Skupina onkologických diagnóz 034;c184;Zhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 034;c185;Zhubný nádor slezinového ohybu hrubého čreva
Skupina onkologických diagnóz 034;c186;Zhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 034;c187;Zhubný nádor esovitej časti hrubého čreva
Skupina onkologických diagnóz 034;c188;Zhubný nádor hrubého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 034;c189;Zhubný nádor hrubého čreva, bližšie neurčený
Skupina onkologických diagnóz 034;c19;Zhubný nádor rektosigmoidového spojenia hrubého čreva
Skupina onkologických diagnóz 034;c20;Zhubný nádor konečníka
Skupina onkologických diagnóz 034;c435;Malígny melanóm trupu
Skupina onkologických diagnóz 034;c475;Zhubný nádor periférnych nervov panvy
Skupina onkologických diagnóz 034;c476;Zhubný nádor periférnych nervov trupu, bližšie neurčený
Skupina onkologických diagnóz 034;c495;Zhubný nádor spojivového a mäkkého tkaniva malej panvy
Skupina onkologických diagnóz 034;c530;Zhubný nádor endocervixu maternice
Skupina onkologických diagnóz 034;c531;Zhubný nádor exocervixu maternice
Skupina onkologických diagnóz 034;c538;Zhubný nádor krčka maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 034;c539;Zhubný nádor krčka maternice, bližšie neurčený
Skupina onkologických diagnóz 034;c540;Zhubný nádor istmu maternice
Skupina onkologických diagnóz 034;c541;Zhubný nádor endometria
Skupina onkologických diagnóz 034;c542;Zhubný nádor myometria
Skupina onkologických diagnóz 034;c543;Zhubný nádor dna maternice
Skupina onkologických diagnóz 034;c548;Zhubný nádor tela maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 034;c549;Zhubný nádor tela maternice, bližšie neurčený
Skupina onkologických diagnóz 034;c678;Zhubný nádor močového mechúra presahujúci viaceré oblasti
Skupina onkologických diagnóz 034;c679;Zhubný nádor močového mechúra, bližšie neurčený
Skupina onkologických diagnóz 034;c784;Sekundárny zhubný nádor tenkého čreva
Skupina onkologických diagnóz 034;c785;Sekundárny zhubný nádor hrubého čreva a konečníka
Skupina onkologických diagnóz 034;d127;Nezhubný nádor rektosigmoidového spojenia
Skupina onkologických diagnóz 034;d128;Nezhubný nádor konečníka
Skupina onkologických diagnóz 035;c160;Zhubný nádor kardie
Skupina onkologických diagnóz 035;c161;Zhubný nádor fundu žalúdka
Skupina onkologických diagnóz 035;c162;Zhubný nádor tela žalúdka
Skupina onkologických diagnóz 035;c163;Zhubný nádor antra pyloru
Skupina onkologických diagnóz 035;c164;Zhubný nádor pyloru
Skupina onkologických diagnóz 035;c165;Zhubný nádor malej kurvatúry žalúdka, bližšie neurčený
Skupina onkologických diagnóz 035;c166;Zhubný nádor veľkej kurvatúry žalúdka, bližšie neurčený
Skupina onkologických diagnóz 035;c168;Zhubný nádor žalúdka presahujúci viaceré oblasti
Skupina onkologických diagnóz 035;c169;Zhubný nádor žalúdka, bližšie neurčený
Skupina onkologických diagnóz 035;c170;Zhubný nádor dvanástnika
Skupina onkologických diagnóz 035;c171;Zhubný nádor jejúna
Skupina onkologických diagnóz 035;c172;Zhubný nádor ilea
Skupina onkologických diagnóz 035;c173;Zhubný nádor Meckelovho divertikula
Skupina onkologických diagnóz 035;c178;Zhubný nádor tenkého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 035;c179;Zhubný nádor tenkého čreva, bližšie neurčený
Skupina onkologických diagnóz 035;d131;Nezhubný nádor žalúdka
Skupina onkologických diagnóz 036;c170;Zhubný nádor dvanástnika
Skupina onkologických diagnóz 036;c171;Zhubný nádor jejúna
Skupina onkologických diagnóz 036;c172;Zhubný nádor ilea
Skupina onkologických diagnóz 036;c173;Zhubný nádor Meckelovho divertikula
Skupina onkologických diagnóz 036;c178;Zhubný nádor tenkého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 036;c179;Zhubný nádor tenkého čreva, bližšie neurčený
Skupina onkologických diagnóz 036;c180;Zhubný nádor slepého čreva
Skupina onkologických diagnóz 036;c181;Zhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 036;c182;Zhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 036;c183;Zhubný nádor pečeňového ohybu hrubého čreva
Skupina onkologických diagnóz 036;c184;Zhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 036;c185;Zhubný nádor slezinového ohybu hrubého čreva
Skupina onkologických diagnóz 036;c186;Zhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 036;c187;Zhubný nádor esovitej časti hrubého čreva
Skupina onkologických diagnóz 036;c188;Zhubný nádor hrubého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 036;c189;Zhubný nádor hrubého čreva, bližšie neurčený
Skupina onkologických diagnóz 036;c19;Zhubný nádor rektosigmoidového spojenia hrubého čreva
Skupina onkologických diagnóz 036;c20;Zhubný nádor konečníka
Skupina onkologických diagnóz 036;c435;Malígny melanóm trupu
Skupina onkologických diagnóz 036;c475;Zhubný nádor periférnych nervov panvy
Skupina onkologických diagnóz 036;c476;Zhubný nádor periférnych nervov trupu, bližšie neurčený
Skupina onkologických diagnóz 036;c495;Zhubný nádor spojivového a mäkkého tkaniva malej panvy
Skupina onkologických diagnóz 036;c530;Zhubný nádor endocervixu maternice
Skupina onkologických diagnóz 036;c531;Zhubný nádor exocervixu maternice
Skupina onkologických diagnóz 036;c538;Zhubný nádor krčka maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 036;c539;Zhubný nádor krčka maternice, bližšie neurčený
Skupina onkologických diagnóz 036;c540;Zhubný nádor istmu maternice
Skupina onkologických diagnóz 036;c541;Zhubný nádor endometria
Skupina onkologických diagnóz 036;c542;Zhubný nádor myometria
Skupina onkologických diagnóz 036;c543;Zhubný nádor dna maternice
Skupina onkologických diagnóz 036;c548;Zhubný nádor tela maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 036;c549;Zhubný nádor tela maternice, bližšie neurčený
Skupina onkologických diagnóz 036;c678;Zhubný nádor močového mechúra presahujúci viaceré oblasti
Skupina onkologických diagnóz 036;c679;Zhubný nádor močového mechúra, bližšie neurčený
Skupina onkologických diagnóz 036;c785;Sekundárny zhubný nádor hrubého čreva a konečníka
Skupina onkologických diagnóz 036;d127;Nezhubný nádor rektosigmoidového spojenia
Skupina onkologických diagnóz 036;d128;Nezhubný nádor konečníka
Skupina onkologických diagnóz 037;c180;Zhubný nádor slepého čreva
Skupina onkologických diagnóz 037;c181;Zhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 037;c182;Zhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 037;c183;Zhubný nádor pečeňového ohybu hrubého čreva
Skupina onkologických diagnóz 037;c184;Zhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 037;c185;Zhubný nádor slezinového ohybu hrubého čreva
Skupina onkologických diagnóz 037;c186;Zhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 037;c187;Zhubný nádor esovitej časti hrubého čreva
Skupina onkologických diagnóz 037;c188;Zhubný nádor hrubého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 037;c189;Zhubný nádor hrubého čreva, bližšie neurčený
Skupina onkologických diagnóz 037;c19;Zhubný nádor rektosigmoidového spojenia hrubého čreva
Skupina onkologických diagnóz 037;c20;Zhubný nádor konečníka
Skupina onkologických diagnóz 037;c472;Zhubný nádor periférnych nervov dolnej končatiny vrátane bedra
Skupina onkologických diagnóz 037;c495;Zhubný nádor spojivového a mäkkého tkaniva malej panvy
Skupina onkologických diagnóz 037;c530;Zhubný nádor endocervixu maternice
Skupina onkologických diagnóz 037;c531;Zhubný nádor exocervixu maternice
Skupina onkologických diagnóz 037;c538;Zhubný nádor krčka maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 037;c539;Zhubný nádor krčka maternice, bližšie neurčený
Skupina onkologických diagnóz 037;c540;Zhubný nádor istmu maternice
Skupina onkologických diagnóz 037;c541;Zhubný nádor endometria
Skupina onkologických diagnóz 037;c542;Zhubný nádor myometria
Skupina onkologických diagnóz 037;c543;Zhubný nádor dna maternice
Skupina onkologických diagnóz 037;c548;Zhubný nádor tela maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 037;c549;Zhubný nádor tela maternice, bližšie neurčený
Skupina onkologických diagnóz 037;c56;Zhubný nádor vaječníka
Skupina onkologických diagnóz 037;c785;Sekundárny zhubný nádor hrubého čreva a konečníka
Skupina onkologických diagnóz 037;d120;Nezhubný nádor slepého čreva
Skupina onkologických diagnóz 037;d121;Nezhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 037;d122;Nezhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 037;d123;Nezhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 037;d124;Nezhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 037;d125;Nezhubný nádor esovitej časti hrubého čreva
Skupina onkologických diagnóz 037;d126;Nezhubný nádor hrubého čreva, bližšie neurčený
Skupina onkologických diagnóz 037;d127;Nezhubný nádor rektosigmoidového spojenia
Skupina onkologických diagnóz 037;d128;Nezhubný nádor konečníka
Skupina onkologických diagnóz 037;d129;Nezhubný nádor anusu a análneho kanála
Skupina onkologických diagnóz 038;c180;Zhubný nádor slepého čreva
Skupina onkologických diagnóz 038;c181;Zhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 038;c182;Zhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 038;c183;Zhubný nádor pečeňového ohybu hrubého čreva
Skupina onkologických diagnóz 038;c184;Zhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 038;c185;Zhubný nádor slezinového ohybu hrubého čreva
Skupina onkologických diagnóz 038;c186;Zhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 038;c187;Zhubný nádor esovitej časti hrubého čreva
Skupina onkologických diagnóz 038;c188;Zhubný nádor hrubého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 038;c189;Zhubný nádor hrubého čreva, bližšie neurčený
Skupina onkologických diagnóz 038;c19;Zhubný nádor rektosigmoidového spojenia hrubého čreva
Skupina onkologických diagnóz 038;c20;Zhubný nádor konečníka
Skupina onkologických diagnóz 038;c472;Zhubný nádor periférnych nervov dolnej končatiny vrátane bedra
Skupina onkologických diagnóz 038;c495;Zhubný nádor spojivového a mäkkého tkaniva malej panvy
Skupina onkologických diagnóz 038;c530;Zhubný nádor endocervixu maternice
Skupina onkologických diagnóz 038;c531;Zhubný nádor exocervixu maternice
Skupina onkologických diagnóz 038;c538;Zhubný nádor krčka maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 038;c539;Zhubný nádor krčka maternice, bližšie neurčený
Skupina onkologických diagnóz 038;c540;Zhubný nádor istmu maternice
Skupina onkologických diagnóz 038;c541;Zhubný nádor endometria
Skupina onkologických diagnóz 038;c542;Zhubný nádor myometria
Skupina onkologických diagnóz 038;c543;Zhubný nádor dna maternice
Skupina onkologických diagnóz 038;c548;Zhubný nádor tela maternice presahujúci viaceré oblasti
Skupina onkologických diagnóz 038;c549;Zhubný nádor tela maternice, bližšie neurčený
Skupina onkologických diagnóz 038;c56;Zhubný nádor vaječníka
Skupina onkologických diagnóz 038;c785;Sekundárny zhubný nádor hrubého čreva a konečníka
Skupina onkologických diagnóz 038;d120;Nezhubný nádor slepého čreva
Skupina onkologických diagnóz 038;d121;Nezhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 038;d122;Nezhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 038;d123;Nezhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 038;d124;Nezhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 038;d125;Nezhubný nádor esovitej časti hrubého čreva
