kod_vykonu;nazov_vykonu;nazov_ms;kod_ms;kod_markera;hodnota_markera
5t64x;Spondylodéza, ostatné;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6601;Osteosyntéza chrbtice drôtovou serklážou, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6602;Osteosyntéza chrbtice drôtovou serklážou, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6603;Osteosyntéza chrbtice drôtovou serklážou, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6604;Osteosyntéza chrbtice drôtovou serklážou, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6611;Osteosyntéza chrbtice skrutkou, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6612;Osteosyntéza chrbtice skrutkou, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6613;Osteosyntéza chrbtice skrutkou, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6614;Osteosyntéza chrbtice skrutkou, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6631;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6632;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6633;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6634;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6641;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6642;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6643;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6644;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6651;Osteosyntéza chrbtice systémom skrutiek a tyčí, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6652;Osteosyntéza chrbtice systémom skrutiek a tyčí, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6653;Osteosyntéza chrbtice systémom skrutiek a tyčí, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6654;Osteosyntéza chrbtice systémom skrutiek a tyčí, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6671;Osteosyntéza chrbtice intervertebrálnou klietkou, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6672;Osteosyntéza chrbtice intervertebrálnou klietkou, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6673;Osteosyntéza chrbtice intervertebrálnou klietkou, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6674;Osteosyntéza chrbtice intervertebrálnou klietkou, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t66x1;Osteosyntéza chrbtice, ostatné: 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t66x2;Osteosyntéza chrbtice, ostatné: 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t66x3;Osteosyntéza chrbtice, ostatné: 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t66x4;Osteosyntéza chrbtice, ostatné: 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6831;Revízia endoprotézy medzistavcovej platničky bez výmeny;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6991;Vertebroplastika, 1 stavec;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6992;Vertebroplastika, 2 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6993;Vertebroplastika, 3 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t6994;Vertebroplastika, 4 a viac stavcov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t69a1;Kyfoplastika, 1 stavec;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t69a2;Kyfoplastika, 2 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t69a3;Kyfoplastika, 3 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t69a4;Kyfoplastika, 4 a viac stavcov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t69x1;HALO fixácia chrbtice;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5t69x4;Revízia po operácii chrbtice;Chirurgická liečba úrazov chrbtice s neurologickým deficitom- C0-C2;S55-25;mSTA;C0-C2
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90203;Dorzálny prístup ku krčnej chrbtici, 3 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90211;Laminotómia krčnej chrbtice, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90213;Laminotómia krčnej chrbtice, 3 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90223;Hemilaminektómia krčnej chrbtice, 3 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90231;Laminektómia krčnej chrbtice, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5a90233;Laminektómia krčnej chrbtice, 3 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t621a;Parciálna resekcia  hemivertebry;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6221;Totálna excízia tela stavca chrbtice, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6222;Totálna excízia tela stavca chrbtice, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6223;Totálna excízia tela stavca chrbtice, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6224;Totálna excízia tela stavca chrbtice, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t622a;Totálna resekcia hemivertebry, zadný prístup;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t622b;Totálna resekcia hemivertebry, kombinovaný prístup;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6231;Parciálna artrektómia, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6232;Parciálna artrektómia, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6233;Parciálna artrektómia, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6234;Parciálna artrektómia, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6241;Totálna artrektómia, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6242;Totálna artrektómia, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6243;Totálna artrektómia, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6244;Totálna artrektómia, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6251;Foraminotómia, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6252;Foraminotómia, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6253;Foraminotómia, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6254;Foraminotómia, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t63x;Kostná náhrada na chrbtici, ostatné;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6401;Dorzálna spondylodéza, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6402;Dorzálna spondylodéza, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6403;Dorzálna spondylodéza, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6404;Dorzálna spondylodéza, 4 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6405;Dorzálna spondylodéza, 5 segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6406;Dorzálna spondylodéza, 6 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6421;Ventrálna spondylodéza, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6422;Ventrálna spondylodéza, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6423;Ventrálna spondylodéza, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6424;Ventrálna spondylodéza, 4 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6425;Ventrálna spondylodéza, 5 segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t64x;Spondylodéza, ostatné;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6601;Osteosyntéza chrbtice drôtovou serklážou, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6602;Osteosyntéza chrbtice drôtovou serklážou, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6603;Osteosyntéza chrbtice drôtovou serklážou, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6604;Osteosyntéza chrbtice drôtovou serklážou, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6611;Osteosyntéza chrbtice skrutkou, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6612;Osteosyntéza chrbtice skrutkou, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6613;Osteosyntéza chrbtice skrutkou, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6614;Osteosyntéza chrbtice skrutkou, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6631;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6632;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6633;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6634;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6641;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6642;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6643;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6644;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6651;Osteosyntéza chrbtice systémom skrutiek a tyčí, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6652;Osteosyntéza chrbtice systémom skrutiek a tyčí, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6653;Osteosyntéza chrbtice systémom skrutiek a tyčí, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6654;Osteosyntéza chrbtice systémom skrutiek a tyčí, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6671;Osteosyntéza chrbtice intervertebrálnou klietkou, 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6672;Osteosyntéza chrbtice intervertebrálnou klietkou, 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6673;Osteosyntéza chrbtice intervertebrálnou klietkou, 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6674;Osteosyntéza chrbtice intervertebrálnou klietkou, 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t66x1;Osteosyntéza chrbtice, ostatné: 1 segment;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t66x2;Osteosyntéza chrbtice, ostatné: 2 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t66x3;Osteosyntéza chrbtice, ostatné: 3 segmenty;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t66x4;Osteosyntéza chrbtice, ostatné: 4 a viac segmentov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6991;Vertebroplastika, 1 stavec;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6992;Vertebroplastika, 2 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6993;Vertebroplastika, 3 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t6994;Vertebroplastika, 4 a viac stavcov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69a1;Kyfoplastika, 1 stavec;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69a2;Kyfoplastika, 2 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69a3;Kyfoplastika, 3 stavce;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69a4;Kyfoplastika, 4 a viac stavcov;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69x1;HALO fixácia chrbtice;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
5t69x4;Revízia po operácii chrbtice;Chirurgická liečba úrazov chrbtice s neurologickým deficitom - C3-C7;S55-26;mSTA;C3-C7
