kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
m0819;Juvenilná ankylozujúca spondylitída, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0820;Juvenilná chronická artritída so systémovým začiatkom, na viacerých miestach;S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0821;Juvenilná chronická artritída so systémovým začiatkom, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0822;Juvenilná chronická artritída so systémovým začiatkom, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0823;Juvenilná chronická artritída so systémovým začiatkom, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0824;Juvenilná chronická artritída so systémovým začiatkom, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0825;Juvenilná chronická artritída so systémovým začiatkom, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0826;Juvenilná chronická artritída so systémovým začiatkom, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0827;Juvenilná chronická artritída so systémovým začiatkom, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0828;Juvenilná chronická artritída so systémovým začiatkom, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0829;Juvenilná chronická artritída so systémovým začiatkom, miesto bližšie neurčené;S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m083;Juvenilná chronická artritída (séronegatívna), polyartikulárna forma;S69-06;Autoimunitne podmienené artritídy
m0840;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0841;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0842;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0843;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0844;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0845;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0846;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0847;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0848;Juvenilná chronická artritída, oligoartikulárna forma, s postihnutím na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0849;Juvenilná chronická artritída, oligoartikulárna forma, miesto postihnutia bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0870;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0871;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0872;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0873;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0874;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0875;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0876;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0877;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0878;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0879;Juvenilná artritída s vaskulitídou, s postihnutím kĺbov, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0880;Iná juvenilná artritída na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0881;Iná juvenilná artritída v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0882;Iná juvenilná artritída nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0883;Iná juvenilná artritída predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0884;Iná juvenilná artritída ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0885;Iná juvenilná artritída panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0886;Iná juvenilná artritída predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0887;Iná juvenilná artritída členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0888;Iná juvenilná artritída na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0889;Iná juvenilná artritída, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0890;Juvenilná artritída, bližšie neurčená, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0891;Juvenilná artritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0892;Juvenilná artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0893;Juvenilná artritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0894;Juvenilná artritída, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0895;Juvenilná artritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0896;Juvenilná artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0897;Juvenilná artritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0898;Juvenilná artritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0899;Juvenilná artritída, bližšie neurčená, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m1000;Idiopatická dna na viacerých miestach;S69-05;Ochorenia kostí a určité artropatie
m1001;Idiopatická dna v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1002;Idiopatická dna nadlaktia (ramenná kosť, lakťový kĺb);S69-05;Ochorenia kostí a určité artropatie
m1003;Idiopatická dna predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1004;Idiopatická dna ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-05;Ochorenia kostí a určité artropatie
m1005;Idiopatická dna panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1006;Idiopatická dna predkolenia (ihlica, píšťala, kolenný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1007;Idiopatická dna členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-05;Ochorenia kostí a určité artropatie
m1008;Idiopatická dna na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-05;Ochorenia kostí a určité artropatie
m1009;Idiopatická dna, miesto bližšie neurčené;S69-05;Ochorenia kostí a určité artropatie
m1010;Dna zapríčinená olovom, na viacerých miestach;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1011;Dna zapríčinená olovom, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1012;Dna zapríčinená olovom, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1013;Dna zapríčinená olovom, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1014;Dna zapríčinená olovom, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1015;Dna zapríčinená olovom, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1016;Dna zapríčinená olovom, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1017;Dna zapríčinená olovom, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1018;Dna zapríčinená olovom, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1019;Dna zapríčinená olovom, miesto bližšie neurčené;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
m1020;Dna zapríčinená liekmi, na viacerých miestach;S69-05;Ochorenia kostí a určité artropatie
m1021;Dna zapríčinená liekmi, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1022;Dna zapríčinená liekmi, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-05;Ochorenia kostí a určité artropatie
m1023;Dna zapríčinená liekmi, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1024;Dna zapríčinená liekmi, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-05;Ochorenia kostí a určité artropatie
m1025;Dna zapríčinená liekmiv v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1026;Dna zapríčinená liekmi, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1027;Dna zapríčinená liekmi, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-05;Ochorenia kostí a určité artropatie
m1028;Dna zapríčinená liekmi, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-05;Ochorenia kostí a určité artropatie
m1029;Dna zapríčinená liekmi, miesto bližšie neurčené;S69-05;Ochorenia kostí a určité artropatie
m1040;Iná sekundárna dna na viacerých miestach;S69-05;Ochorenia kostí a určité artropatie
m1041;Iná sekundárna dna v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1042;Iná sekundárna dna nadlaktia (ramenná kosť, lakťový kĺb);S69-05;Ochorenia kostí a určité artropatie
m1043;Iná sekundárna dna predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1044;Iná sekundárna dna ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-05;Ochorenia kostí a určité artropatie
m1045;Iná sekundárna dna panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1046;Iná sekundárna dna predkolenia (ihlica, píšťala, kolenný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1047;Iná sekundárna dna členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-05;Ochorenia kostí a určité artropatie
m1048;Iná sekundárna dna na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-05;Ochorenia kostí a určité artropatie
m1049;Iná sekundárna dna, miesto bližšie neurčené;S69-05;Ochorenia kostí a určité artropatie
m1090;Dna, bližšie neurčená, na viacerých miestach;S69-05;Ochorenia kostí a určité artropatie
m1091;Dna, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1092;Dna, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-05;Ochorenia kostí a určité artropatie
m1093;Dna, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1094;Dna, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-05;Ochorenia kostí a určité artropatie
m1095;Dna, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1096;Dna, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1097;Dna, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-05;Ochorenia kostí a určité artropatie
m1098;Dna, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-05;Ochorenia kostí a určité artropatie
m1099;Dna, bližšie neurčená, miesto bližšie neurčené;S69-05;Ochorenia kostí a určité artropatie
m1100;Apatitová artropatia na viacerých miestach;S69-05;Ochorenia kostí a určité artropatie
m1101;Apatitová artropatia v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-05;Ochorenia kostí a určité artropatie
m1102;Apatitová artropatia nadlaktia (ramenná kosť, lakťový kĺb);S69-05;Ochorenia kostí a určité artropatie
m1103;Apatitová artropatia predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-05;Ochorenia kostí a určité artropatie
m1104;Apatitová artropatia ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-05;Ochorenia kostí a určité artropatie
